,AK3,ATF7IP2,ATP10D,ATP6V1E2,ATXN7L3,BACH2,BBS10,BEND3,BHLHE40,BTLA,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,EHF,EHMT1,ELOF1,FAM208A,FAM229B,HDHD3,HES5,HIST1H4I,HOXA1,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLRG1,KRTCAP2,LCMT2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,MAP7D1,MAPK8,MBOAT2,MCTS1,MED19,MGA,MICA,MOSMO,MT3,NDST1,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RFX5,RPL26L1,RPS6KA1,S100P,SAMHD1,SENP5,SFXN4,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SPATA2,SYNE1,TESPA1,THYN1,TMEM229B,TMEM25,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,YWHAG,ZDHHC5,ZFHX4,ZFP14,ZNF10,ZNF138,ZNF235,ZNF473,ZNF483,ZNF534,ZNF687,ZNF880
TRPM2,0.9479214,0.9497198,0.95459294,0.95022094,0.9496028,0.94661814,0.9554467,0.9485551,0.9450837,0.94781363,0.9586148,0.9496008,0.9552021,0.95593786,0.9516909,0.95136577,0.9462154,0.9524567,0.95220566,0.9500947,0.954822,0.94889104,0.95501244,0.9543396,0.9509357,0.95360094,0.95269424,0.9542292,0.9535844,0.9511002,0.9502204,0.94454396,0.9502674,0.94720095,0.95711136,0.945404,0.94969714,0.9637161,0.94974494,0.9505974,0.9547899,0.950269,0.9538789,0.950146,0.9512978,0.9486842,0.9511206,0.9469199,0.9467264,0.9521122,0.95037866,0.9444353,0.9507544,0.95095754,0.9539038,0.9559788,0.95320845,0.95530134,0.9492748,0.9550309,0.95435584,0.957905,0.9512453,0.95532835,0.9513776,0.9513252,0.95472485,0.9507613,0.95708835,0.95215774,0.9538116,0.9550355,0.95143205,0.9575465,0.94430166,0.9517166,0.9552805,0.9533665,0.95035976,0.9516485,0.9517783,0.94994575,0.95366526,0.95181304,0.94668454,0.95608133,1.0000091,0.95194054,0.95143324,0.9521566,0.95083725,0.9521469,0.9558187,0.95024353,0.9517081,0.9516654,0.9521998,0.9559055,0.9497501,0.9546735
TRPV2,0.95875514,0.9498317,0.95141244,0.9550855,0.9563127,0.95791036,0.9549335,0.94660246,0.9471964,0.94868284,0.95482033,0.9543943,0.9535112,0.95998657,0.95654786,0.95519036,0.95910525,0.9506842,0.9486991,0.9535086,0.95326084,0.95003384,0.94773334,0.9546314,0.95418555,0.9591478,0.9528859,0.95359397,0.95010555,0.9488462,0.9564705,0.9557838,0.94964397,0.9499665,0.95197403,0.94474214,0.94480425,0.9513116,0.9470544,0.94983035,0.95145714,0.94860524,0.95124424,0.95224386,0.9490524,0.9528766,0.94913983,0.945622,0.94809985,0.9572498,0.9548588,0.9515164,0.95647043,0.95151925,0.94890475,0.9524048,0.95165503,0.9477279,0.95852995,0.9564093,0.94852734,0.955051,0.9501568,0.9537748,0.9511585,0.9520523,0.952363,0.9556592,0.9568543,0.9503657,0.95463026,0.95420086,0.9612111,0.9539414,0.94536185,0.95189106,0.9550604,0.9500037,0.9548596,0.9544287,0.9572885,0.9551077,0.9513506,0.94950354,0.95137733,0.9504924,0.95194054,0.9999901,0.9510787,0.947798,0.9495473,0.95367956,0.9525388,0.95240295,0.95141554,0.95579505,0.95032996,0.9496429,0.9500517,0.95449364
YWHAG,0.95080477,0.9530116,0.9510828,0.9530311,0.95060056,0.9518095,0.95089304,0.95168227,0.94979966,0.95298135,0.9503452,0.9511521,0.95143336,0.9506811,0.9479369,0.952042,0.9494847,0.9507085,0.9494743,0.95003545,0.95274454,0.95379484,0.95149845,0.9478546,0.95088047,0.9532803,0.9495153,0.9514695,0.95261735,0.9495462,0.94969594,0.9482759,0.9525722,0.9519179,0.9509967,0.95227605,0.9483429,0.9504366,0.95079505,0.94809645,0.94577074,0.9490404,0.95067257,0.94999397,0.95089865,0.953937,0.9494896,0.949117,0.95307624,0.9500531,0.9510839,0.9484584,0.95253545,0.9521306,0.9508861,0.95248705,0.9501233,0.9501543,0.95187676,0.9503996,0.95133257,0.9510124,0.94857717,0.95025516,0.9537891,0.94896287,0.952623,0.9515094,0.95144236,0.9500625,0.94539803,0.9523266,0.9525565,0.9505459,0.95272875,0.9499133,0.95126086,0.949605,0.9510679,0.95035595,0.94970924,0.95010775,0.9505115,0.9473995,0.9520566,0.95020294,0.95143324,0.9510787,0.99999726,0.9498351,0.95145184,0.9518816,0.9513208,0.95132315,0.95068985,0.9534169,0.95157903,0.95056355,0.95188355,0.9526398
ZDHHC5,0.94878036,0.94978905,0.950593,0.949007,0.94724184,0.9476806,0.9498471,0.94903153,0.9485797,0.9481621,0.95296025,0.9510358,0.9516808,0.9486762,0.94984484,0.94904417,0.9477342,0.9517859,0.9542996,0.9502708,0.95054543,0.9489268,0.95257545,0.9494904,0.94815904,0.94871664,0.95090497,0.949229,0.9503491,0.9529378,0.94892263,0.94801444,0.9494172,0.94858885,0.9516822,0.94844055,0.9508407,0.95101506,0.9502466,0.9495921,0.9505803,0.9519198,0.95318675,0.94726264,0.9527594,0.9493319,0.95430803,0.95023245,0.9475069,0.9477433,0.9489149,0.94775045,0.94834715,0.95011616,0.95460707,0.950572,0.9529894,0.95129836,0.950591,0.9488226,0.9492126,0.9513817,0.95006424,0.9520679,0.9503941,0.9523893,0.9501682,0.95004326,0.95071447,0.9517202,0.9498035,0.95044017,0.9484185,0.951083,0.9481473,0.95031923,0.9510776,0.9534141,0.9483087,0.9478853,0.94906646,0.9486973,0.95235425,0.9518628,0.9480787,0.95110726,0.9521566,0.947798,0.9498351,0.9999881,0.95272297,0.949804,0.95314544,0.9493842,0.9521502,0.95158136,0.95108163,0.9506037,0.949261,0.9516849
ZFHX4,0.9494896,0.9498513,0.9506494,0.9518746,0.9486732,0.9535713,0.9503277,0.95265436,0.95492864,0.9519697,0.95050603,0.95167553,0.9517075,0.9511879,0.9529406,0.9498879,0.9500509,0.95487255,0.9537029,0.9490883,0.9505268,0.9510409,0.9535712,0.95017195,0.9475732,0.9476058,0.9519124,0.9475644,0.9497768,0.95426685,0.95038354,0.951093,0.95297354,0.95444673,0.94898874,0.9535075,0.95484364,0.94801086,0.9531111,0.95237696,0.9501922,0.9537965,0.9520156,0.94719005,0.9525122,0.95341456,0.95283824,0.95339656,0.9521805,0.9477403,0.95130247,0.954436,0.95191884,0.9539188,0.953303,0.94786775,0.953026,0.95128185,0.9486119,0.95183533,0.95310426,0.9502113,0.95169765,0.9523891,0.9536302,0.95287025,0.95025635,0.94885945,0.94974935,0.9532043,0.94821733,0.94862497,0.9485312,0.949207,0.9531498,0.9527698,0.9485739,0.95271343,0.9484013,0.9469206,0.95181257,0.9500599,0.952086,0.9507159,0.9556642,0.95136136,0.95083725,0.9495473,0.95145184,0.95272297,1.0000027,0.9521941,0.95315325,0.94838804,0.9495867,0.9544178,0.9503922,0.9529407,0.9515653,0.9515939
ZFP14,0.94809043,0.9522176,0.9518035,0.9518679,0.9455147,0.9461201,0.953634,0.9519544,0.95354766,0.9534519,0.95643413,0.94932175,0.9539716,0.9513778,0.9530152,0.9537533,0.94267625,0.95667523,0.9518671,0.95201045,0.95270616,0.9507638,0.95047677,0.9491644,0.94810396,0.9509731,0.9543012,0.94929093,0.95468724,0.9508544,0.949015,0.9494877,0.9558607,0.9540168,0.95629394,0.9528125,0.95385635,0.9540715,0.9521572,0.949186,0.95067585,0.95094806,0.95112145,0.94763076,0.95144665,0.9538415,0.94987184,0.9527739,0.9521701,0.946929,0.9551995,0.94814104,0.95281035,0.9560104,0.9521424,0.95135903,0.9517578,0.9534915,0.9484916,0.9576049,0.95729494,0.9574658,0.95254666,0.9563704,0.9508873,0.94718534,0.9482777,0.95008045,0.95326334,0.95145977,0.9474783,0.94892687,0.9519253,0.9538451,0.9497154,0.9512822,0.95123893,0.9544497,0.9452589,0.9471672,0.9571288,0.95141643,0.95452905,0.9520008,0.94947314,0.95086485,0.9521469,0.95367956,0.9518816,0.949804,0.9521941,0.9999913,0.9510918,0.95163745,0.9556819,0.9516132,0.9488693,0.95350766,0.9517946,0.9558659
ZNF10,0.95059323,0.9490851,0.95276326,0.9535162,0.9474268,0.9488536,0.9544169,0.9513788,0.9462541,0.94862914,0.9570771,0.94965243,0.9537494,0.95291984,0.9501554,0.9496964,0.94785947,0.95300066,0.9526832,0.949931,0.9530835,0.9494327,0.9552226,0.9505919,0.94870347,0.9500369,0.9539993,0.9528494,0.95558023,0.9518358,0.95023394,0.94811094,0.95230705,0.9512377,0.9537825,0.9469314,0.9504146,0.9573989,0.9493007,0.94832766,0.9539064,0.9512803,0.9543008,0.94776607,0.95252514,0.95110875,0.9533273,0.9471909,0.9497776,0.9509324,0.9523672,0.9412446,0.95230335,0.9521031,0.95505494,0.95256865,0.9554869,0.95085585,0.9500495,0.95628643,0.9522511,0.9556677,0.9494835,0.9541887,0.9525666,0.9559219,0.9522222,0.952058,0.9526508,0.9534119,0.95226026,0.95311856,0.9512613,0.95465416,0.9470683,0.9526099,0.9556588,0.95373464,0.94789654,0.9497731,0.95286965,0.95012534,0.9556675,0.9521659,0.9498082,0.951108,0.9558187,0.9525388,0.9513208,0.95314544,0.95315325,0.9510918,1.0000066,0.9494662,0.9549651,0.95507133,0.95302397,0.957286,0.9519309,0.9514238
ZNF138,0.95137197,0.95161045,0.94958526,0.9503605,0.9544729,0.95027936,0.9507522,0.95007455,0.94923747,0.9503842,0.95099753,0.94979024,0.95001906,0.9500648,0.9497694,0.9530163,0.95280844,0.9492,0.949494,0.95063454,0.9513973,0.949584,0.9492738,0.9495513,0.9561688,0.9575958,0.9489882,0.9559408,0.9518291,0.9485054,0.9528449,0.94976187,0.9490767,0.94992554,0.9506792,0.9491674,0.94801563,0.9497365,0.94915533,0.9498513,0.9456006,0.9486817,0.95207065,0.9546408,0.9486646,0.9510277,0.94844675,0.9491782,0.9507042,0.95371056,0.95134723,0.9480626,0.9513462,0.9498404,0.94935685,0.9540298,0.9506692,0.95128816,0.9501194,0.95039845,0.94898343,0.950342,0.9479074,0.9505281,0.9488695,0.94860184,0.9516734,0.9493395,0.9532907,0.94840753,0.95078665,0.9518911,0.95353717,0.95137906,0.9488668,0.9497752,0.9531567,0.94991326,0.9520706,0.95462954,0.95076704,0.95358634,0.9501086,0.9440582,0.94802934,0.9515173,0.95024353,0.95240295,0.95132315,0.9493842,0.94838804,0.95163745,0.9494662,1.0000002,0.9501784,0.94955283,0.9503581,0.95007825,0.95095736,0.9511336
ZNF235,0.94826984,0.95124626,0.94870114,0.95077324,0.9477313,0.94699085,0.95221007,0.9458285,0.94549614,0.9486142,0.95862675,0.9514784,0.9544216,0.9504317,0.94997126,0.95338947,0.947366,0.95431554,0.95159096,0.9548554,0.9515539,0.94908077,0.95140755,0.94930625,0.9488664,0.9505102,0.9545825,0.95041275,0.9528779,0.95247716,0.9490141,0.94670403,0.9499202,0.948059,0.9578028,0.94754076,0.9493842,0.9559446,0.950164,0.9502212,0.95280224,0.9509043,0.95217097,0.9464993,0.9521175,0.9493855,0.9513201,0.94753236,0.9464917,0.9484556,0.9511894,0.94304425,0.9522694,0.9531969,0.9514827,0.9501783,0.9521493,0.9511177,0.9544307,0.95118225,0.9481694,0.95806265,0.9510593,0.9554351,0.9502934,0.9502348,0.9501535,0.9520765,0.9548781,0.9522197,0.9505972,0.9513703,0.9528004,0.9574383,0.9457663,0.9504809,0.95195645,0.95350516,0.9497095,0.94856286,0.95655066,0.9485554,0.9542738,0.95355755,0.9451369,0.9500871,0.9517081,0.95141554,0.95068985,0.9521502,0.9495867,0.9556819,0.9549651,0.9501784,0.9999874,0.9531715,0.9501294,0.9516088,0.9488474,0.9533849
ZNF473,0.95451975,0.94757974,0.9523217,0.9506134,0.9514438,0.9565538,0.955336,0.9489478,0.95167077,0.95045507,0.95164573,0.9549375,0.95567524,0.9564525,0.9523001,0.9496623,0.9530831,0.9543194,0.95138675,0.9513848,0.95323586,0.9513516,0.95151925,0.9520858,0.9482322,0.9515916,0.954641,0.94823444,0.9506673,0.9509392,0.9530094,0.952198,0.95080906,0.95127785,0.94934237,0.94964564,0.95105845,0.94931966,0.95405257,0.950132,0.95154357,0.9528372,0.95149237,0.9479423,0.95186955,0.954549,0.9525495,0.95125353,0.94969344,0.9502549,0.9557979,0.9511814,0.95538497,0.9544653,0.95381844,0.94761205,0.95289093,0.9508493,0.9523846,0.9537017,0.950324,0.95032644,0.95113,0.95303917,0.95331013,0.9522944,0.9508377,0.9501415,0.95268834,0.9546538,0.95054436,0.95107573,0.9533004,0.95246035,0.95026565,0.9529758,0.9515781,0.9526563,0.9503761,0.9488091,0.95393014,0.95123756,0.9532548,0.95038164,0.9569904,0.94916403,0.9516654,0.95579505,0.9534169,0.95158136,0.9544178,0.9516132,0.95507133,0.94955283,0.9531715,1.0000058,0.95101714,0.9528416,0.9522646,0.9564868
ZNF483,0.9503607,0.94982284,0.95384175,0.9501689,0.95219475,0.9521483,0.9507337,0.9512095,0.9477017,0.94983196,0.9504778,0.95104337,0.95164263,0.94992584,0.94645053,0.95138854,0.95278656,0.9481773,0.9500763,0.9482495,0.94963944,0.9507797,0.9520941,0.94932586,0.952075,0.95054483,0.9502557,0.9498911,0.95327216,0.95032316,0.9514369,0.94999826,0.94939756,0.9510661,0.9497879,0.95115995,0.94860864,0.95071375,0.9513865,0.9485609,0.9509896,0.94760096,0.9505141,0.95012516,0.9501964,0.9509689,0.95053905,0.94955164,0.950981,0.95286924,0.94967294,0.9470183,0.9519265,0.9501419,0.9505084,0.9514647,0.95050776,0.9504374,0.9500947,0.95005804,0.94854075,0.9501306,0.94552505,0.9486767,0.95175016,0.9514216,0.95243394,0.95155525,0.9524415,0.9514564,0.9500919,0.95335233,0.9505231,0.9497876,0.9490297,0.95166314,0.9530975,0.9482856,0.9512859,0.9519351,0.9490023,0.9510622,0.9486586,0.94948757,0.94921327,0.9488764,0.9521998,0.95032996,0.95157903,0.95108163,0.9503922,0.9488693,0.95302397,0.9503581,0.9501294,0.95101714,0.9999861,0.9508395,0.949891,0.9499016
ZNF534,0.9477875,0.95135945,0.95475274,0.9535178,0.94843096,0.94884795,0.9550554,0.9557443,0.9526125,0.9538344,0.95567137,0.9468412,0.95186055,0.955672,0.9511133,0.9521086,0.94708467,0.951467,0.95015097,0.9462191,0.95438343,0.95138824,0.95489925,0.9469274,0.949089,0.9476215,0.95534307,0.9509891,0.95621467,0.9510988,0.9506196,0.9505099,0.9562422,0.9560958,0.9533805,0.95271975,0.9565703,0.95570356,0.9513044,0.9500948,0.95264417,0.94896173,0.9506566,0.9500959,0.9520033,0.9545668,0.95161957,0.95567095,0.9515204,0.9489819,0.95074904,0.9468827,0.9541643,0.9551646,0.9512351,0.95275265,0.9537145,0.95490026,0.9454327,0.9591393,0.95604515,0.9540687,0.9480876,0.95423806,0.95486164,0.9523297,0.9548398,0.94948816,0.9505516,0.9517159,0.94844496,0.95137286,0.9503031,0.9529774,0.9518519,0.95476365,0.9545533,0.95121866,0.9473442,0.9485588,0.95269144,0.95283705,0.95222545,0.9524341,0.9538873,0.9497673,0.9559055,0.9496429,0.95056355,0.9506037,0.9529407,0.95350766,0.957286,0.95007825,0.9516088,0.9528416,0.9508395,0.9999943,0.9551918,0.9514259
ZNF687,0.9511963,0.95068747,0.951054,0.95740026,0.9497207,0.9493311,0.9488782,0.9618274,0.95217866,0.95812446,0.9493245,0.94889605,0.94737756,0.9542311,0.94859135,0.9509296,0.9504601,0.9500989,0.9483786,0.9439778,0.9544906,0.9543383,0.95319957,0.9453224,0.94927967,0.9490864,0.9483844,0.9507229,0.95691043,0.9500103,0.94987714,0.9552915,0.9581662,0.9615902,0.9496453,0.9566169,0.9543036,0.948595,0.9531979,0.94746834,0.9464116,0.9487307,0.9515207,0.94835204,0.95077264,0.9561932,0.95013916,0.9535292,0.95961547,0.948876,0.9492011,0.949859,0.95100045,0.95250875,0.9484696,0.95090127,0.9520179,0.9500133,0.9441753,0.95998013,0.9602083,0.94921887,0.9481018,0.9492907,0.95619833,0.9508854,0.9519656,0.9529592,0.9485392,0.9486681,0.9423572,0.95026875,0.95267695,0.9453305,0.96038073,0.9572042,0.9541949,0.94953805,0.9477061,0.9468942,0.94776547,0.95458,0.9507722,0.94755363,0.95705944,0.9466088,0.9497501,0.9500517,0.95188355,0.949261,0.9515653,0.9517946,0.9519309,0.95095736,0.9488474,0.9522646,0.949891,0.9551918,1.0000091,0.9494333
ZNF880,0.95179623,0.9503865,0.9515996,0.949579,0.95094097,0.9526267,0.9539928,0.9485729,0.95236206,0.94922805,0.9535568,0.9545463,0.95539486,0.95589244,0.95478547,0.9511158,0.9492245,0.9554718,0.9510894,0.9543304,0.9544006,0.95025164,0.95109457,0.95575595,0.9478156,0.95249695,0.9527343,0.95031595,0.951447,0.95095974,0.95125407,0.9519767,0.951223,0.94970584,0.9536926,0.94804484,0.95121104,0.9523881,0.9541204,0.95214856,0.9516003,0.9525449,0.9518409,0.94811463,0.95077276,0.9514898,0.95064574,0.9516319,0.9484188,0.95040226,0.9561785,0.9544651,0.9542861,0.9540045,0.95268524,0.95002896,0.95165503,0.9556665,0.9561833,0.9530799,0.9531804,0.95545757,0.9543376,0.95394295,0.95331305,0.94781435,0.9484996,0.9492975,0.9530003,0.9530484,0.9516061,0.94949454,0.9518352,0.95650834,0.94938976,0.9501908,0.9495547,0.9560187,0.9508083,0.94960487,0.95577663,0.9500454,0.95296717,0.9514216,0.9508055,0.9531181,0.9546735,0.95449364,0.9526398,0.9516849,0.9515939,0.9558659,0.9514238,0.9511336,0.9533849,0.9564868,0.9499016,0.9514259,0.9494333,1.000003
