,AK3,ATF7IP2,ATP10D,ATXN7L3,BBS10,BEND3,BHLHE40,BNIP3L,BTLA,C11orf1,C12orf76,CA1,CCNB1,CCPG1,CD8A,CDHR5,CDK10,CLIC5,CYB5R1,CYP20A1,DMRT1,DPF3,DST,DTX1,EHF,EHMT1,ELOF1,FAHD1,FAM208A,FAM229B,FSD1,GLI3,HDHD3,HIST1H4I,HSPA4,HSPH1,IL17F,KCNIP2,KDELR2,KDM6A,KLF13,KLHL17,KLRG1,KRTCAP2,LRP6,LRRC37A3,LRTOMT,LY96,LYST,LZTS1,MAP3K9,MAP7D1,MAP7D3,MAPK8,MBOAT2,MGA,MOSMO,NNAT,ORM2,P3H3,PEX10,PIP,POU2F3,RAB30,RAMP1,RASD2,RCBTB1,RETN,RFX5,RNH1,RPL26L1,RPS6KA1,RYK,S100P,SAMHD1,SH2D2A,SH3KBP1,SIKE1,SIT1,SLC25A33,SLC25A4,SOX15,SPATA2,SUMF1,SYNE1,TCEAL1,TESPA1,THYN1,TP53,TRIT1,TRMT10A,TRPM2,TRPV2,TWIST1,ZDHHC5,ZFP14,ZGLP1,ZNF138,ZNF687,ZNF880
RAMP1,0.9440284,0.95085967,0.9461609,0.94791347,0.9468905,0.9438009,0.9523824,0.94801545,0.9443081,0.9493115,0.94947153,0.94932795,0.95213866,0.9528483,0.9527958,0.95456344,0.9492291,0.94091946,0.95500946,0.95301795,0.95756274,0.95007384,0.9433068,0.9429083,0.9513037,0.95575583,0.9452052,0.9497282,0.9494104,0.95058936,0.94331765,0.9497436,0.9488749,0.9507916,0.9520616,0.94318396,0.95221865,0.94371253,0.9521326,0.94408715,0.9464122,0.9473221,0.9524374,0.95269406,0.948621,0.9540945,0.9480931,0.94557756,0.9478323,0.9520532,0.9559673,0.94334316,0.9551877,0.9479008,0.95163226,0.9567627,0.9465945,0.9461753,0.94617176,0.95558107,0.95225346,0.9465478,0.9527038,0.9479518,0.99999624,0.9569762,0.9458524,0.9533733,0.9466152,0.9600224,0.94440603,0.9432614,0.94846463,0.9526906,0.9525309,0.9455761,0.9519448,0.94736993,0.94930136,0.9446792,0.9408235,0.9489018,0.9615227,0.95092326,0.9482538,0.9470176,0.9443222,0.9539089,0.9530224,0.9437242,0.9582074,0.95348936,0.94749236,0.94582236,0.9469093,0.9533475,0.95276755,0.9481711,0.94096375,0.9560746
RASD2,0.94409275,0.9524872,0.951268,0.9489808,0.9501285,0.94936454,0.95078427,0.9506415,0.9489612,0.952067,0.95002747,0.952891,0.9520548,0.9543887,0.95427054,0.95290667,0.95083296,0.9445854,0.9553253,0.9506898,0.9522722,0.9537006,0.946019,0.9465537,0.9544567,0.95010906,0.9487612,0.9519603,0.94976634,0.9527982,0.94897324,0.95262325,0.9520252,0.9521714,0.9543408,0.9444456,0.95381325,0.948269,0.9528381,0.94758534,0.95028806,0.95137185,0.9528551,0.95132136,0.95117563,0.95191956,0.9497437,0.9473264,0.95053184,0.9511783,0.95357573,0.946749,0.95184135,0.95028204,0.9528552,0.95491314,0.9484602,0.9480811,0.9512874,0.9532256,0.9523371,0.9492505,0.95266104,0.9530846,0.9569762,0.99999297,0.94973934,0.9495963,0.946988,0.95789087,0.94916576,0.94470996,0.94962084,0.9531661,0.95289636,0.9498445,0.9548466,0.94758254,0.951857,0.94874156,0.9481447,0.9528776,0.9582092,0.95356435,0.94819444,0.9454555,0.949419,0.9538133,0.95217174,0.94615024,0.95656,0.9535004,0.9509227,0.94931257,0.95023423,0.9539373,0.95234716,0.9503099,0.94564867,0.956105
RCBTB1,0.94971615,0.94939786,0.9510089,0.950237,0.95146453,0.95302296,0.9496888,0.9515793,0.9499521,0.94947267,0.95202935,0.9511803,0.950228,0.9504454,0.9489727,0.9487907,0.95166457,0.9522043,0.95009315,0.9491496,0.9486836,0.95124453,0.9535779,0.9521732,0.95111793,0.9492509,0.951039,0.9494908,0.9496651,0.94837,0.9518493,0.94962287,0.95061,0.9495217,0.94943804,0.9518337,0.9509258,0.95361936,0.9482928,0.95021087,0.95015883,0.94997734,0.9496718,0.95120025,0.9494826,0.94721615,0.9522028,0.95058596,0.95058393,0.9480444,0.947804,0.95222646,0.9486444,0.9513879,0.94837195,0.9465281,0.952206,0.9515566,0.9530815,0.9501531,0.9494088,0.9503832,0.9511391,0.952342,0.9458524,0.94973934,1.0000069,0.94872046,0.9510833,0.94761515,0.95141774,0.949114,0.9505447,0.95262456,0.9491018,0.94986385,0.9501462,0.9516871,0.9514172,0.9515099,0.9524875,0.94975686,0.94773024,0.9500408,0.9506173,0.95281756,0.9515716,0.949162,0.9453125,0.95101714,0.9487444,0.95161086,0.94969904,0.9522635,0.949369,0.94931835,0.948525,0.95150536,0.9514434,0.9489054
RETN,0.9444624,0.95013267,0.94909006,0.9540223,0.9488102,0.95210797,0.9633202,0.95347816,0.9502007,0.9473883,0.95115614,0.945506,0.9478448,0.94763887,0.9496367,0.95477587,0.94863397,0.9550524,0.95498323,0.94709384,0.9522141,0.94684494,0.9495978,0.9472484,0.9491477,0.95201755,0.9470903,0.9440617,0.94673365,0.9530486,0.94670016,0.9480649,0.9411897,0.94913644,0.94620955,0.9535778,0.9514688,0.95261717,0.94584435,0.9557606,0.95479244,0.94609106,0.94606763,0.95714533,0.94659853,0.9495746,0.9473624,0.95132446,0.9485623,0.9527979,0.9467867,0.9548079,0.9532162,0.95057774,0.9598487,0.9497862,0.9535489,0.9441494,0.94348615,0.9565517,0.94933546,0.946618,0.9518268,0.94691724,0.9533733,0.9495963,0.94872046,1.0000005,0.9459516,0.943286,0.94726115,0.94769496,0.94874287,0.9459808,0.9495829,0.9453577,0.95077515,0.95824635,0.9485946,0.9455066,0.94419456,0.94665533,0.94869316,0.9507829,0.9514796,0.9476707,0.94229513,0.9557026,0.95023173,0.96183723,0.9509547,0.94820654,0.94706076,0.9541083,0.94849527,0.9492845,0.9450555,0.9504365,0.9501611,0.94988054
RFX5,0.95300275,0.94406176,0.9484268,0.9499308,0.95039296,0.9467103,0.9464104,0.9475936,0.9463856,0.9447001,0.95116436,0.9495255,0.9483355,0.9522842,0.9534719,0.9470244,0.9481751,0.94891775,0.9499342,0.95105827,0.950146,0.9485315,0.94991595,0.9460752,0.95312893,0.9484032,0.94787204,0.94694257,0.94742054,0.9510145,0.94494855,0.9500069,0.9521424,0.95038563,0.95144427,0.9519221,0.95089066,0.9477343,0.9488739,0.9483954,0.9527533,0.9513433,0.95410407,0.9503106,0.9553905,0.9479975,0.9514411,0.946609,0.9509929,0.9442565,0.94970185,0.9480343,0.9526264,0.95284826,0.9492945,0.95113444,0.95167065,0.94677,0.95387155,0.9503199,0.9488633,0.95090085,0.9508542,0.9493202,0.9466152,0.946988,0.9510833,0.9459516,1.0000124,0.94650674,0.9464556,0.95460325,0.9501475,0.9465797,0.95207703,0.9490623,0.94983846,0.9487194,0.9516083,0.95067936,0.95206964,0.9482231,0.9465687,0.9511136,0.9453589,0.9523661,0.9472555,0.9495245,0.9504077,0.9515912,0.94807625,0.94938684,0.949057,0.9524048,0.951155,0.9455453,0.95168865,0.94701284,0.94753635,0.94751847
RNH1,0.94870126,0.9508896,0.94865096,0.95017976,0.9528759,0.94988877,0.9477887,0.94754046,0.9487543,0.95338106,0.9505749,0.9562342,0.955733,0.95669585,0.95964116,0.9541022,0.953657,0.938082,0.95429885,0.9522862,0.9526681,0.9558612,0.9434155,0.946819,0.9517937,0.9520246,0.9497085,0.9540919,0.9557711,0.95318425,0.9472189,0.9518789,0.957787,0.9484693,0.9553969,0.9396192,0.95306325,0.94729954,0.9591496,0.94273454,0.94638455,0.9512301,0.95627177,0.9493967,0.95370185,0.9506477,0.94933385,0.94371027,0.95014983,0.9531927,0.95387733,0.9447474,0.95357573,0.94899833,0.9477108,0.9579389,0.9514742,0.95190424,0.95333606,0.95144814,0.95180005,0.95638645,0.9550374,0.95143175,0.9600224,0.95789087,0.94761515,0.943286,0.94650674,0.9999934,0.9472436,0.9397528,0.9483051,0.96057427,0.9575874,0.95416003,0.9518261,0.944672,0.95266515,0.94904816,0.9487802,0.95227635,0.9638765,0.95492303,0.9470701,0.9489323,0.9521146,0.953566,0.9539463,0.9378998,0.95662785,0.9594886,0.9570605,0.9461353,0.9479257,0.9600832,0.9583505,0.94958067,0.9426897,0.96017504
RPL26L1,0.9495041,0.95356584,0.950884,0.9519555,0.95042163,0.95491964,0.9452522,0.9512273,0.9538735,0.95113313,0.947604,0.949841,0.9475012,0.9469007,0.94678485,0.9473467,0.95171225,0.9519603,0.94789654,0.94604826,0.9473081,0.9499058,0.9528343,0.955815,0.94987416,0.9478355,0.9536054,0.9525666,0.9502348,0.9470298,0.95536876,0.95055634,0.9513531,0.950048,0.94925785,0.9500422,0.94787765,0.95303774,0.9531001,0.9494451,0.9497285,0.9501706,0.95174766,0.94708174,0.9485663,0.94744956,0.95407724,0.95429045,0.94976217,0.9488763,0.94562334,0.9531988,0.9430341,0.9498035,0.9474794,0.9467588,0.9493706,0.9555114,0.9524032,0.9471909,0.94640756,0.9503523,0.94947535,0.9527639,0.94440603,0.94916576,0.95141774,0.94726115,0.9464556,0.9472436,1.0000069,0.95468587,0.9510284,0.947559,0.9472035,0.95018065,0.95165503,0.9491546,0.94780034,0.9558921,0.9565614,0.9499607,0.9476038,0.9500499,0.9514445,0.94911426,0.9543277,0.94805545,0.9448346,0.950723,0.9487074,0.95129985,0.95017624,0.9510159,0.9506155,0.9481024,0.9490853,0.9504447,0.95594096,0.94841933
RPS6KA1,0.9549855,0.95039177,0.951517,0.9507428,0.94888496,0.95027125,0.9436695,0.9499961,0.94978416,0.9482223,0.9488114,0.9491787,0.944512,0.94885325,0.9480944,0.94395274,0.95192415,0.9545319,0.947368,0.94720787,0.94970536,0.9488419,0.950677,0.950354,0.9498468,0.9469859,0.9504588,0.9504167,0.9470623,0.94963807,0.95360327,0.94676447,0.9493799,0.9506217,0.94782746,0.9559069,0.94758755,0.94999385,0.9508509,0.9492427,0.9513529,0.953226,0.95303285,0.947416,0.9499497,0.9448614,0.95260316,0.94842213,0.9492389,0.94187856,0.9436914,0.9512225,0.94483316,0.9495799,0.94532746,0.9463628,0.9519677,0.9499115,0.94960845,0.94582033,0.95082194,0.9492093,0.9455931,0.9537924,0.9432614,0.94470996,0.949114,0.94769496,0.95460325,0.9397528,0.95468587,1.0000079,0.952368,0.944547,0.9473673,0.9519541,0.9522717,0.9495441,0.949144,0.9549397,0.9538386,0.9486935,0.94138014,0.9496521,0.95036346,0.9521722,0.95078665,0.95182097,0.94869,0.95388556,0.9430847,0.9465529,0.950326,0.952904,0.9512656,0.9464033,0.9487092,0.94646,0.955663,0.9458059
RYK,0.9533505,0.9527212,0.9495131,0.95124793,0.9503651,0.9484708,0.94820225,0.94985545,0.94972616,0.95416784,0.9507001,0.951306,0.9525846,0.9514572,0.9491529,0.9516422,0.9526477,0.9523315,0.94927657,0.949976,0.95256907,0.95283926,0.9488261,0.9513077,0.9488341,0.94794726,0.95055753,0.9528876,0.95190775,0.95010966,0.9513953,0.9491539,0.95105857,0.9498885,0.94949317,0.94839144,0.95013696,0.9486905,0.95156384,0.9494246,0.948095,0.9487977,0.95054686,0.9481678,0.9476513,0.94896966,0.9498422,0.94712,0.9503409,0.9489555,0.947843,0.95001847,0.9476018,0.9490763,0.9478413,0.9493224,0.95135564,0.94977885,0.9513554,0.94876355,0.9535837,0.9490334,0.94929534,0.9513298,0.94846463,0.94962084,0.9505447,0.94874287,0.9501475,0.9483051,0.9510284,0.952368,1.0000091,0.95244145,0.949134,0.9528918,0.9500293,0.94874585,0.9499165,0.9501242,0.94907624,0.95208573,0.9477627,0.95230585,0.9543941,0.9504474,0.9520347,0.9509826,0.9505172,0.9507619,0.9476142,0.9487044,0.9538583,0.9500284,0.9490123,0.95166594,0.948418,0.94836867,0.94999003,0.9527589
S100P,0.9512998,0.94907576,0.95195115,0.952046,0.95845914,0.9503161,0.94968694,0.951663,0.94994205,0.95775634,0.955657,0.95590293,0.9558712,0.95797706,0.95812625,0.952441,0.95546997,0.9462771,0.95173347,0.9503277,0.95301044,0.95676124,0.9482704,0.95109504,0.94918525,0.9528374,0.9521655,0.9565475,0.95639634,0.9511595,0.94898355,0.9501451,0.9570444,0.94885296,0.9520911,0.9462629,0.9525353,0.94934964,0.9548317,0.94890344,0.947451,0.95205283,0.9535288,0.94947916,0.951493,0.9488173,0.9501806,0.94769263,0.9511664,0.9513085,0.950715,0.9504799,0.95344454,0.94862986,0.9462166,0.9551491,0.9542501,0.95179456,0.9537408,0.95221376,0.9556956,0.96146023,0.9540808,0.95369583,0.9526906,0.9531661,0.95262456,0.9459808,0.9465797,0.96057427,0.947559,0.944547,0.95244145,1.000012,0.95311105,0.9597172,0.9535439,0.94828653,0.95224625,0.9506301,0.9489947,0.9546697,0.9537716,0.9558963,0.95108855,0.9513354,0.9577769,0.9557682,0.9509938,0.9442932,0.9505514,0.95505,0.96260434,0.9485067,0.9490328,0.9601071,0.9521347,0.9507493,0.9474905,0.96191585
SAMHD1,0.95004046,0.9477418,0.9509783,0.9511649,0.9522702,0.94869375,0.9520842,0.9487702,0.9487481,0.94897103,0.9509599,0.9530823,0.9528126,0.95735323,0.95513123,0.95084363,0.9506516,0.94602257,0.95610166,0.95118564,0.9510365,0.9526291,0.9474394,0.94360995,0.95072025,0.9504764,0.9500033,0.9520457,0.9490655,0.9553741,0.9449788,0.948493,0.9542843,0.9499098,0.95231956,0.94387764,0.95351934,0.9506096,0.95553243,0.9477651,0.9518874,0.9512937,0.9543891,0.95260197,0.9549695,0.9487719,0.9497729,0.94377226,0.95167786,0.9498257,0.9514668,0.94859254,0.9548685,0.95153016,0.9510525,0.9551684,0.9526491,0.9462219,0.9513924,0.95324427,0.95094943,0.95333445,0.95450085,0.9509793,0.9525309,0.95289636,0.9491018,0.9495829,0.95207703,0.9575874,0.9472035,0.9473673,0.949134,0.95311105,1.0000076,0.9502556,0.9502788,0.94909745,0.9526608,0.94756615,0.94824183,0.9499198,0.9549336,0.9549474,0.9477891,0.94890344,0.94874704,0.95117396,0.95927703,0.9498025,0.951216,0.95374316,0.953067,0.9510587,0.95033497,0.9534146,0.9551455,0.9473299,0.9449904,0.95679975
SH2D2A,0.9582826,0.9497625,0.9515703,0.9509834,0.957155,0.95109653,0.9482206,0.9512478,0.9520692,0.9591322,0.9541056,0.9551861,0.95824504,0.9549682,0.9556768,0.9516237,0.95446914,0.9526046,0.94735956,0.94800985,0.950776,0.9574787,0.949239,0.9514567,0.9474839,0.9478587,0.95208603,0.95765525,0.95770264,0.95447344,0.95111036,0.949434,0.9554294,0.9475558,0.95033777,0.9490886,0.9494336,0.949142,0.95370317,0.9492028,0.9486442,0.95263964,0.95183533,0.9476712,0.95183086,0.9482455,0.94859874,0.9476034,0.9501423,0.95047367,0.95026696,0.95041865,0.95095295,0.9478476,0.9477507,0.95279753,0.9569561,0.950273,0.9533265,0.94550014,0.9561104,0.9627868,0.94944096,0.9522772,0.9455761,0.9498445,0.94986385,0.9453577,0.9490623,0.95416003,0.95018065,0.9519541,0.9528918,0.9597172,0.9502556,0.9999978,0.9517988,0.9464827,0.9512128,0.95222056,0.95045227,0.9511548,0.9502831,0.9578768,0.9525475,0.9515332,0.95653605,0.95722497,0.9514289,0.94757617,0.94415087,0.95128465,0.9629621,0.95200026,0.9483735,0.95730937,0.9511549,0.9508158,0.95045245,0.95612484
SH3KBP1,0.94411635,0.9508047,0.9535664,0.9514323,0.9521844,0.95161885,0.9490117,0.95319664,0.9501678,0.95162207,0.9499445,0.9527838,0.94799435,0.9518111,0.9559468,0.94933736,0.9543304,0.94876575,0.9526577,0.94983447,0.9493235,0.95300573,0.9478205,0.95049596,0.9542753,0.95100397,0.9499753,0.9538721,0.94686353,0.95437133,0.9507382,0.9517307,0.9515821,0.9517133,0.9518109,0.9499148,0.9516021,0.94902,0.9546233,0.9493219,0.95176613,0.9533692,0.95493907,0.95105577,0.95201033,0.9483904,0.95345616,0.94906104,0.9500018,0.9454616,0.9492999,0.95020556,0.94674253,0.9504545,0.95121396,0.9524861,0.94989145,0.9501116,0.951541,0.9518352,0.9529393,0.9515819,0.95183563,0.9543477,0.9519448,0.9548466,0.9501462,0.95077515,0.94983846,0.9518261,0.95165503,0.9522717,0.9500293,0.9535439,0.9502788,0.9517988,1.0000029,0.9472966,0.95213425,0.95221484,0.9501657,0.95246017,0.95263964,0.9518881,0.949726,0.947073,0.9492034,0.9579579,0.95132405,0.9482571,0.9519713,0.95342743,0.95165294,0.95197743,0.95167834,0.9527421,0.95092946,0.95192635,0.94935364,0.95301527
SIKE1,0.9445294,0.9479194,0.949885,0.9525147,0.9531209,0.9542475,0.9585789,0.9524785,0.95258826,0.9483821,0.9550424,0.94834715,0.94737446,0.9468711,0.94954294,0.9516362,0.9503287,0.95470256,0.9515677,0.94630206,0.9466717,0.94660825,0.9505607,0.9508013,0.9499892,0.9477717,0.94813025,0.9456565,0.9477439,0.95060325,0.9510857,0.94916916,0.9432886,0.94792175,0.9454615,0.9580847,0.95152175,0.95714164,0.9465134,0.9582536,0.95474786,0.9466518,0.94469446,0.95649225,0.9493302,0.94750965,0.94814414,0.9531066,0.94944626,0.9490947,0.9458549,0.9553687,0.9514934,0.9508208,0.95681036,0.94731843,0.9550816,0.9456706,0.9467732,0.95186394,0.9483007,0.95164907,0.95171475,0.9477204,0.94736993,0.94758254,0.9516871,0.95824635,0.9487194,0.944672,0.9491546,0.9495441,0.94874585,0.94828653,0.94909745,0.9464827,0.9472966,0.9999982,0.9497376,0.9474834,0.95287204,0.9460781,0.94697887,0.9490792,0.94907516,0.95094013,0.9493002,0.95231044,0.9473908,0.96118236,0.94827324,0.94791603,0.9484578,0.9526521,0.949302,0.94749534,0.9455842,0.95164996,0.9530511,0.9467952
SIT1,0.9481993,0.9483911,0.9508358,0.94980806,0.94987935,0.95109445,0.9499911,0.95077515,0.949845,0.94943386,0.94967014,0.9539857,0.9508307,0.95252514,0.95184773,0.9513264,0.9516705,0.9492871,0.95141727,0.9522889,0.9485306,0.9536649,0.94930625,0.94869787,0.9530974,0.94814694,0.9484483,0.95040274,0.9498051,0.95052284,0.9485099,0.9515217,0.9529753,0.9532708,0.9557987,0.94786537,0.9542866,0.95016736,0.95120853,0.94860005,0.9527589,0.9531241,0.95078003,0.950535,0.95138717,0.95109534,0.95160043,0.948014,0.95276535,0.9473294,0.9531424,0.9490819,0.9506043,0.95224977,0.95041716,0.9509228,0.9506743,0.94899833,0.954249,0.951534,0.95099306,0.9522404,0.9517898,0.9520637,0.94930136,0.951857,0.9514172,0.9485946,0.9516083,0.95266515,0.94780034,0.949144,0.9499165,0.95224625,0.9526608,0.9512128,0.95213425,0.9497376,0.9999988,0.9498881,0.9522562,0.95293313,0.9520864,0.9527847,0.94789845,0.9490453,0.9485072,0.95130295,0.9505111,0.9485345,0.9500343,0.95107985,0.9519509,0.9519522,0.95162535,0.9523604,0.9518499,0.950929,0.94945425,0.95074314
SLC25A33,0.9515721,0.9493438,0.9515486,0.95277977,0.951932,0.95633525,0.9453938,0.95215577,0.9527142,0.9509725,0.9497923,0.95214283,0.94945586,0.9489522,0.9521233,0.94875085,0.9524538,0.95203596,0.9479656,0.9461093,0.9456824,0.9519757,0.9492325,0.9529469,0.9504781,0.9501357,0.9540919,0.9517031,0.95164925,0.94912976,0.95444876,0.9499822,0.9536345,0.94813025,0.95070946,0.9534815,0.9505162,0.9532384,0.9533827,0.9485048,0.95110935,0.9518548,0.95281285,0.9481195,0.9509113,0.9474332,0.9515089,0.9498626,0.95056283,0.9467708,0.9462063,0.9529498,0.94806576,0.9508182,0.9462488,0.94837344,0.95248044,0.9556682,0.95368737,0.9480779,0.94714004,0.95565766,0.95147955,0.95294374,0.9446792,0.94874156,0.9515099,0.9455066,0.95067936,0.94904816,0.9558921,0.9549397,0.9501242,0.9506301,0.94756615,0.95222056,0.95221484,0.9474834,0.9498881,1.0000073,0.9582184,0.9519697,0.9489599,0.95062137,0.95135283,0.95266086,0.95665455,0.9479004,0.9452256,0.95014524,0.94919723,0.95218956,0.9525669,0.9525509,0.94986796,0.9503241,0.9506947,0.9504472,0.9540294,0.9491296
SLC25A4,0.9474757,0.9462963,0.95093644,0.9530231,0.9562755,0.95933324,0.9439353,0.9502631,0.9535123,0.94885147,0.95107,0.95339197,0.9473663,0.9473467,0.9520052,0.9474155,0.95201355,0.9528537,0.9465915,0.9462068,0.9417397,0.948828,0.95038235,0.9552679,0.95262134,0.94710237,0.9540468,0.9520584,0.9492997,0.94944656,0.9550102,0.94945854,0.9527643,0.9486932,0.9495001,0.9546027,0.9531064,0.95579636,0.95021796,0.9514037,0.9538041,0.9534984,0.95213664,0.94676006,0.9518626,0.9463833,0.95109046,0.9523659,0.9498311,0.9460567,0.9437093,0.95502055,0.94728875,0.95142245,0.94744456,0.94784015,0.95272386,0.9544836,0.9550161,0.9473057,0.9431112,0.9590772,0.95375216,0.9528825,0.9408235,0.9481447,0.9524875,0.94419456,0.95206964,0.9487802,0.9565614,0.9538386,0.94907624,0.9489947,0.94824183,0.95045227,0.9501657,0.95287204,0.9522562,0.9582184,0.99999994,0.9500278,0.9475498,0.9476444,0.94749725,0.9521749,0.9583514,0.9477305,0.94405854,0.95335454,0.9483075,0.9529444,0.95203173,0.9513096,0.95128983,0.9478649,0.9503236,0.9511761,0.9555135,0.9464503
SOX15,0.9482705,0.9512798,0.9515203,0.9481752,0.95043796,0.9512278,0.9459874,0.9500782,0.9503994,0.9538644,0.9507925,0.95478153,0.9496446,0.95220804,0.95003814,0.94993746,0.952216,0.9460245,0.9504334,0.9510124,0.9505485,0.9543766,0.9483477,0.94991165,0.95146304,0.9466717,0.9497372,0.9521067,0.9500299,0.95111674,0.9515135,0.9533539,0.9524199,0.95188904,0.9530258,0.94615954,0.9512776,0.9494065,0.9535618,0.9502382,0.9487708,0.95288384,0.95121765,0.94958186,0.9500782,0.95085937,0.95137537,0.94844496,0.95177835,0.94874275,0.95317245,0.94978327,0.94686705,0.95114887,0.94868374,0.9510044,0.9486352,0.9513636,0.9537705,0.9497175,0.9508999,0.9505211,0.9509975,0.9511573,0.9489018,0.9528776,0.94975686,0.94665533,0.9482231,0.95227635,0.9499607,0.9486935,0.95208573,0.9546697,0.9499198,0.9511548,0.95246017,0.9460781,0.95293313,0.9519697,0.9500278,0.9999929,0.9513372,0.9504882,0.95113915,0.9474072,0.95179665,0.94977164,0.95020634,0.94643885,0.95146054,0.95044076,0.95208347,0.94839454,0.9502826,0.9543386,0.9500104,0.94899195,0.9485245,0.9525653
SPATA2,0.9436779,0.9501283,0.9468059,0.95007247,0.9505785,0.94769037,0.94888115,0.9484953,0.9470307,0.9498826,0.9500133,0.95253414,0.95136887,0.95401037,0.953843,0.9522825,0.9507802,0.93908906,0.9569569,0.95267934,0.9532299,0.95327014,0.9458229,0.9457654,0.95262134,0.95279074,0.9495371,0.9529658,0.95128155,0.95205265,0.9446295,0.9534482,0.9529805,0.9500421,0.9546047,0.9405083,0.9542308,0.94719505,0.95657665,0.94358116,0.9496729,0.95101243,0.9554868,0.95058715,0.9514121,0.9533815,0.9497831,0.94566363,0.9499704,0.953128,0.95514286,0.9451206,0.95610636,0.95004594,0.9518111,0.9557228,0.94817066,0.94859,0.95052063,0.9536088,0.9509292,0.9517424,0.9548218,0.95078754,0.9615227,0.9582092,0.94773024,0.94869316,0.9465687,0.9638765,0.9476038,0.94138014,0.9477627,0.9537716,0.9549336,0.9502831,0.95263964,0.94697887,0.9520864,0.9489599,0.9475498,0.9513372,0.9999919,0.9547012,0.9477773,0.947016,0.9498141,0.9498002,0.9534564,0.94277674,0.9565861,0.95709896,0.95012563,0.9467472,0.9489213,0.95559466,0.955157,0.9496882,0.94419503,0.9580899
SUMF1,0.95377326,0.9523078,0.9479922,0.954193,0.95165616,0.9503647,0.9508975,0.94943964,0.9489836,0.954211,0.95434296,0.95257896,0.95605874,0.95474166,0.9539496,0.9529843,0.95293343,0.94873035,0.9538966,0.94861877,0.954864,0.9566805,0.9506629,0.94896555,0.9502004,0.95172447,0.9507372,0.95369124,0.95585734,0.95216984,0.9493882,0.95056164,0.95505965,0.9491628,0.9519406,0.9474475,0.95283073,0.9516007,0.95475614,0.9465341,0.9517625,0.9486551,0.9555719,0.95250285,0.9510884,0.95078063,0.9500579,0.94866234,0.95127404,0.950501,0.9500735,0.9498199,0.9558232,0.948555,0.950575,0.9529483,0.9551006,0.948736,0.9520945,0.9536151,0.9550742,0.9557629,0.95154315,0.95077527,0.95092326,0.95356435,0.9500408,0.9507829,0.9511136,0.95492303,0.9500499,0.9496521,0.95230585,0.9558963,0.9549474,0.9578768,0.9518881,0.9490792,0.9527847,0.95062137,0.9476444,0.9504882,0.9547012,1.0000005,0.95289445,0.9526896,0.95228815,0.95357585,0.9507972,0.95091796,0.9481945,0.95229423,0.9565677,0.95059645,0.9473273,0.9536463,0.9494644,0.9495397,0.94897723,0.9566089
SYNE1,0.9532739,0.95384026,0.94951147,0.9498764,0.9508463,0.9499988,0.95124763,0.95121527,0.9518963,0.95397633,0.9505088,0.9496025,0.95150197,0.95059586,0.9462407,0.9511288,0.95300937,0.95266306,0.9500549,0.9484842,0.9528477,0.9523558,0.9507651,0.9526837,0.9470197,0.9502973,0.950379,0.9523081,0.9547022,0.9483728,0.9548132,0.9484288,0.94920456,0.9486322,0.9480772,0.95163625,0.94882613,0.95201325,0.9504403,0.94923884,0.94675714,0.94763315,0.9498205,0.9501093,0.9448505,0.9489195,0.9495435,0.9530964,0.95028174,0.9496952,0.9482324,0.95359457,0.9488297,0.9481414,0.9475638,0.948057,0.95237124,0.95169306,0.9488677,0.9493981,0.95415163,0.94956887,0.947031,0.950176,0.9482538,0.94819444,0.9506173,0.9514796,0.9453589,0.9470701,0.9514445,0.95036346,0.9543941,0.95108855,0.9477891,0.9525475,0.949726,0.94907516,0.94789845,0.95135283,0.94749725,0.95113915,0.9477773,0.95289445,0.9999916,0.9513247,0.95147973,0.9511832,0.9456128,0.95057607,0.9479765,0.9477557,0.952023,0.95061904,0.94868827,0.95029724,0.9451841,0.9511547,0.9507859,0.9525439
TCEAL1,0.9566704,0.94609386,0.946854,0.9530183,0.9577488,0.95392275,0.950737,0.95093197,0.948031,0.9507779,0.9559939,0.9491932,0.9529308,0.9535951,0.95242894,0.9525597,0.9536811,0.9553474,0.9502988,0.94818926,0.9522223,0.9495388,0.94967526,0.95243263,0.9475311,0.9550812,0.9512338,0.9484475,0.95823705,0.94801944,0.9486115,0.9462414,0.95163614,0.94766563,0.94762653,0.9573924,0.9498926,0.9556752,0.9453038,0.9453316,0.94801104,0.94690955,0.9512269,0.9490912,0.9485477,0.94607437,0.9482156,0.95275533,0.9499522,0.9485993,0.94551855,0.95532495,0.9559537,0.9482062,0.94452345,0.95164955,0.95980734,0.95322615,0.95158195,0.9492583,0.95158654,0.95735407,0.94870347,0.94918907,0.9470176,0.9454555,0.95281756,0.9476707,0.9523661,0.9489323,0.94911426,0.9521722,0.9504474,0.9513354,0.94890344,0.9515332,0.947073,0.95094013,0.9490453,0.95266086,0.9521749,0.9474072,0.947016,0.9526896,0.9513247,1.0000079,0.9563162,0.9543071,0.94176865,0.9532154,0.9439721,0.949117,0.9556873,0.95045555,0.94602394,0.95109683,0.94449574,0.95159286,0.95087457,0.95235586
